time,G#2,A3,A#3,B3,C3,C#3,D3,D#3,E3,F3,F#3,G3,G#3,A4,A#4,B4,C4,C#4,D4,D#4,E4,F4,F#4,G4,G#4,A5,A#5,B5,C5,C#5,D5,D#5,E5,F5,F#5,G5,G#5,A6,A#6,B6,C6,C#6,D6,D#6,E6,F6,F#6,G6,G#6,A7,A#7
3747359048,96.098488,131.25798,108.47461,128.9234,113.41557,103.55651,118.17875,80.898605,94.552635,97.80204,87.020111,99.273346,87.556969,90.985931,69.560753,80.214836,69.79808,71.60688,67.175575,61.146996,61.775803,51.115311,60.025158,48.752834,44.912525,45.30191,42.23711,32.178978,38.78426,37.86705,36.672733,31.423761,33.532425,36.967838,32.350594,32.278225,33.826012,30.165327,29.080425,28.213621,26.234898,27.276619,28.63102,27.184368,26.622694,27.025467,26.92975,25.114002,24.034338,23.645451,21.524185
3747359049,152.23318,95.309464,129.84558,105.3624,88.506218,112.47554,113.43334,94.315254,119.86951,99.143379,88.556137,87.423378,93.021294,78.197151,75.563309,79.010559,82.211037,79.588158,68.707565,65.984833,67.126099,56.206844,54.216702,54.262459,53.318581,50.114971,48.609585,38.428429,42.31041,34.986034,33.006344,36.894245,31.117239,35.41177,35.06419,34.000557,30.998764,34.231094,28.972195,28.97024,27.241365,30.805508,29.280439,27.096609,27.576309,26.210239,24.585306,27.433222,25.815205,27.833269,25.478539
3747359050,97.649521,131.91862,125.3952,101.25208,119.62276,150.28635,122.0172,94.414833,104.18406,103.32504,86.665108,92.044769,103.75291,96.679802,84.236702,66.634796,93.303261,77.157646,57.828484,61.868557,61.736507,62.818455,53.060581,48.297657,47.285419,43.684704,40.039394,39.346817,37.849674,36.188915,38.510094,33.515949,33.560379,26.872719,33.706547,26.382452,32.961376,30.305761,29.145708,26.675783,27.333736,26.256092,26.009621,22.31673,25.294235,24.164499,25.569798,24.133776,24.58585,24.230482,22.979122
3747359051,113.30195,103.34521,156.41614,114.29282,105.65202,133.98405,125.88658,84.095085,103.50303,94.327454,83.122459,110.72784,117.89772,86.251213,83.216225,83.823265,82.638435,78.548317,67.864243,76.090332,72.048645,59.149105,52.060627,45.852161,45.351334,42.843555,46.479202,39.4422,43.682526,37.822178,37.67572,37.689663,33.282104,30.178383,33.838539,31.955667,31.256432,29.519487,26.988091,29.013186,27.057343,27.295959,26.381851,27.542879,25.866913,25.371498,24.802645,25.226381,24.924051,25.424263,25.475061
3747359052,98.795502,129.47415,101.38961,127.04708,124.47972,140.32668,153.07591,115.72134,104.1863,85.291832,97.131317,104.6156,102.60468,120.964,68.977806,89.99292,67.98243,73.658043,74.940758,76.155792,69.083031,64.737709,56.684021,51.011101,48.496883,45.983341,44.854164,40.670975,41.218525,38.006649,43.470886,41.762085,35.32449,34.457066,31.608667,29.940321,33.334789,27.57135,29.8139,30.055494,28.372864,27.024204,25.096579,25.394142,26.314774,27.453657,25.023695,23.240313,25.588427,24.449209,24.448229
3747359053,125.8269,127.32404,125.89416,125.34833,120.11398,134.60089,117.72314,105.38069,95.320854,105.86267,81.358246,107.5339,118.47132,106.25069,94.41964,91.787621,70.451195,70.6567,63.164867,66.330017,56.342453,60.596333,55.90601,51.117275,52.685654,47.589005,43.752541,49.766106,37.717922,36.257084,32.799992,38.409866,29.7097,31.580124,31.658262,34.536777,30.162836,26.258286,27.967476,27.691315,29.972479,25.775724,27.376196,28.022396,27.28124,26.845587,24.00634,26.282545,23.356884,24.103613,23.567663
3747359054,120.79944,115.5069,145.99377,128.08348,114.06064,142.58084,103.6839,105.03365,110.97343,109.46027,82.839508,82.884308,89.661346,67.55378,87.281395,71.580544,79.8218,76.416237,62.091404,60.218201,62.117828,59.570805,56.963146,48.54792,43.672329,40.684059,45.718433,36.675755,39.716373,35.012505,33.349293,29.606871,30.057568,32.726662,32.465347,30.144583,29.890287,33.004612,29.233418,30.425596,27.964308,30.438906,24.828638,24.943769,25.6488,25.156878,27.439844,25.531092,24.116791,25.608284,22.051039
3747359055,86.385315,171.02112,115.92928,121.43289,144.63309,122.30318,113.76909,112.13396,97.565002,106.10462,91.840508,94.453453,81.978676,67.220673,77.582672,79.668877,70.943649,80.427094,60.887314,65.655495,55.017311,66.333664,52.890129,44.509151,46.823822,46.962914,45.335991,37.801323,40.000755,37.377182,38.480141,32.742737,34.354794,31.637068,30.365307,30.805937,30.404472,30.759533,30.967615,27.609152,29.065922,27.332737,25.754908,27.139702,25.701078,25.54903,24.66135,26.468124,26.703863,24.621138,25.525597
3747359056,133.2326,142.9413,108.65028,123.22621,100.15102,106.84097,110.98059,101.4847,103.83903,110.33652,88.385574,88.515511,79.62767,79.782806,86.051216,67.255173,87.854607,63.828259,60.040539,58.206268,59.946377,55.811108,49.143105,47.319736,47.755371,46.382824,42.080944,37.856266,39.837997,39.447731,37.197018,29.539322,35.42152,33.31094,31.677649,35.215164,30.461636,30.370306,28.392437,28.465305,31.682547,27.593266,27.423666,25.053991,24.658417,26.125654,25.76689,25.287527,24.243746,24.513067,24.629889
3747359057,163.63969,130.07385,113.14523,136.47356,119.31805,116.59,140.73293,118.01678,93.291061,108.07352,93.608154,98.661293,102.03539,87.280251,79.413284,70.399895,81.04348,82.905632,70.592026,62.977554,74.154129,48.738213,53.409145,51.047874,54.227772,49.200554,43.526867,40.933968,40.770275,31.727795,40.092812,31.881346,33.099056,33.944286,35.935856,35.724289,31.542742,31.970005,32.039005,30.000212,30.363605,27.410542,28.941885,27.69656,30.137877,27.434902,27.941074,25.157743,24.978472,24.327465,24.223053
3747359058,132.97293,120.83224,118.62009,108.50928,133.2867,113.72795,90.851578,110.11614,96.205276,89.106216,109.7379,83.071159,85.768936,87.737907,74.421562,73.694687,72.475723,62.321064,58.308193,54.994179,68.78936,55.605499,54.900616,55.889416,39.79261,42.742413,43.267677,40.156811,35.363087,33.657314,31.686953,32.432785,29.69129,29.863106,34.668446,32.534973,32.468655,29.196983,26.831217,30.248228,29.151846,29.067961,26.193424,26.526098,28.250372,23.799454,24.805073,24.931208,25.077389,23.659752,23.898859
3747359059,138.18744,164.67735,133.37959,106.54124,106.8503,112.48743,97.027374,112.4165,103.44772,108.80608,83.614845,97.57872,82.877808,99.874397,81.91095,82.692505,71.078224,67.599289,65.824745,68.078209,61.610405,55.934715,52.795185,48.349209,47.537098,47.283562,42.90358,37.4697,35.955177,32.837513,34.734821,30.857574,31.265291,29.219717,32.868584,34.234467,33.317711,30.656771,29.109821,32.480938,28.812382,30.796675,27.973921,29.96764,28.734293,27.210688,27.87356,25.562763,27.055593,25.737318,27.20997
3747359060,109.67193,124.94318,98.741318,128.31371,109.90942,108.75867,91.060898,92.620277,114.74048,83.475441,70.675949,95.685532,93.680611,85.730087,81.7752,69.903496,72.457123,78.691055,53.465134,68.284393,61.333851,58.182854,49.590042,49.037464,51.106915,50.558533,43.623871,39.086082,39.618999,42.384212,36.64053,33.286533,29.404039,29.645304,32.767429,33.290684,31.867975,31.516211,29.599121,29.919308,27.003229,27.399143,25.820166,25.775087,26.313646,25.453718,26.778545,23.405361,24.976681,23.810642,24.158165
3747359061,113.24712,146.63976,118.96138,108.27917,87.427628,111.17899,121.73483,109.22934,83.897316,93.484634,93.743294,82.248596,93.387444,86.673225,83.772987,70.847443,75.006615,67.580055,57.950138,60.218124,48.33107,51.70068,44.349415,44.89201,45.784649,44.004677,42.186874,45.313091,40.066673,39.645599,42.235439,35.969311,33.425335,32.646408,32.637943,34.980057,36.637573,29.191771,34.956284,29.292845,31.062258,29.720816,28.641724,27.147522,26.234076,27.27688,25.481277,26.214989,24.534151,25.563242,25.668709
3747359062,138.68625,95.052216,90.059166,113.82935,97.069939,138.4001,81.517532,103.73913,109.47795,99.12619,90.748741,80.440247,90.235435,80.131966,75.849831,83.720886,73.060486,80.725525,53.323509,59.381886,58.853874,56.831203,54.040329,48.377251,47.707424,41.476601,42.9921,42.744701,44.990265,37.515152,34.261581,34.763138,31.102535,33.66544,33.856026,34.025414,32.565926,29.561302,29.791786,29.297539,27.974888,28.341431,25.969603,25.758829,28.762695,25.414619,27.005106,26.775608,25.404514,25.316837,24.039719
3747359063,111.45312,131.0547,123.77893,131.40852,110.95406,118.96422,93.656136,99.198112,86.615501,75.393784,75.318062,72.52684,77.393684,74.823616,63.560722,78.373291,76.738014,61.391243,61.775036,61.014549,50.216446,55.762127,53.558647,47.250443,40.922745,41.547943,39.764484,33.973988,35.833252,36.467995,31.251556,29.25448,27.832764,28.40826,28.869629,27.747648,27.460257,26.561363,26.85914,26.456106,25.133051,25.839256,23.112858,22.700375,23.269924,21.59446,22.807896,23.008339,21.751425,21.018078,22.681194
3747359064,113.01707,117.18224,151.17717,107.74127,124.93554,88.127853,105.38033,104.86607,78.094246,89.722511,94.173286,67.344749,79.196709,78.755402,76.31739,75.762436,68.17981,63.273148,53.279598,60.408985,53.085175,50.097618,48.862427,42.423069,41.901989,35.972984,32.452042,35.312065,31.235252,32.744144,31.377045,30.795122,29.746883,26.897448,27.916924,27.436317,29.676771,26.3349,27.771866,25.344463,25.632347,25.378988,24.524879,21.440817,23.190441,23.206234,22.70509,23.03723,22.019964,20.857708,21.629652
3747359065,136.67087,113.62455,121.77418,64.978241,124.18616,146.63634,97.84816,86.114769,72.024216,101.08544,75.933319,73.863907,74.838249,67.2826,74.234947,80.720543,69.390572,70.349258,63.980999,64.218132,53.026802,54.090588,55.163666,42.653999,42.055607,43.209557,41.550072,38.853374,38.503647,32.733555,34.681995,37.115276,29.40267,28.863472,33.852955,32.654884,31.149683,27.285624,26.708916,24.521452,26.40881,26.229538,23.353046,23.743217,26.344618,22.758142,25.615105,22.937614,23.244719,22.898581,23.42498
3747359066,108.08442,106.31248,100.67661,105.85003,110.56016,102.18156,91.769913,132.62354,86.102486,74.349998,77.564705,68.233505,79.141891,94.278488,76.526733,76.327888,72.916725,64.666374,46.797955,53.485775,58.522243,58.909603,50.927299,43.798515,44.063648,41.864922,42.342739,41.375771,38.366085,39.75177,35.093491,29.793232,30.993107,29.441597,30.476522,29.082878,25.743292,26.383127,27.285917,23.74242,25.472664,23.214649,25.449226,21.373243,24.360094,23.43236,24.072975,23.981527,22.068647,22.77125,22.619349
3747359067,88.649055,106.99869,122.65451,111.37875,97.826485,101.80347,103.86308,102.90511,81.272636,83.179832,88.289825,65.902336,101.68037,65.905014,72.377113,78.551239,80.278511,70.151367,58.485386,60.315445,62.220665,60.955505,47.553654,44.071041,45.09082,46.092358,40.729088,35.066841,35.763222,30.719131,33.12746,29.009676,30.245203,26.824808,27.256319,27.410194,28.835066,26.598917,27.074661,27.126207,24.726681,26.236526,24.326332,23.045883,22.296513,22.38361,23.662785,21.18503,22.563826,20.361273,20.555298
3747359068,112.2339,132.32846,123.075,115.4856,131.51596,126.38558,131.08936,110.58469,72.421593,95.250557,88.155701,82.026436,88.142487,78.865616,75.97541,82.468246,63.976879,62.791039,63.475845,62.909504,60.050041,59.028767,48.755642,41.294235,42.452965,43.999699,41.361786,38.008308,33.650074,31.824469,32.262917,31.411272,31.459652,31.562834,29.410765,31.035442,28.694496,26.324181,27.565788,28.263792,25.278227,23.84354,23.17421,23.6584,23.469189,22.850018,23.357565,22.707901,23.00498,23.292755,23.173061
3747359069,141.3313,114.26263,109.78262,110.78897,126.84122,105.5617,116.02152,103.86029,87.799492,88.996567,93.884918,77.365517,108.62862,110.59451,86.013153,99.289627,87.867508,77.526306,80.443237,71.56575,72.977058,66.168808,62.427204,52.529945,50.692249,48.686852,44.26812,44.530128,44.140453,44.765343,44.554974,43.042568,41.270927,38.621006,42.818626,38.783516,41.400097,36.361557,30.35355,32.600109,35.908909,40.48875,49.628571,44.736282,31.702396,34.056538,37.219097,28.057396,31.113455,28.811691,36.454052
3747359070,86.643402,115.79869,88.510834,144.24881,134.64621,119.60052,135.20047,108.13354,109.11134,93.230202,86.185959,81.256683,93.802589,90.500305,74.526085,86.277359,63.523575,76.158257,55.954277,70.04744,59.901939,66.844772,58.958389,44.263302,51.812302,47.195827,37.021164,41.078251,39.162815,40.508804,36.776371,34.090317,35.51207,32.160419,32.004955,32.941837,31.297499,29.159376,28.572845,28.146103,29.252996,26.309761,26.946497,26.071352,26.794199,28.045721,28.075163,24.15027,24.855577,24.574047,25.544149
3747359071,117.12643,122.51123,93.195007,106.71576,94.459801,138.9016,127.43228,127.95155,100.59966,102.31094,93.986267,72.488434,93.087288,98.245399,99.11631,73.962158,68.016289,78.972115,55.045895,73.783928,60.825886,58.887043,59.778763,50.567757,51.411568,49.582016,44.626602,45.202576,40.193756,32.25584,40.213478,33.045345,33.795704,30.697113,31.296495,29.741575,30.555632,27.508722,29.467718,28.373064,27.117167,29.306267,28.428267,26.192984,27.731247,24.479273,25.853643,25.617443,23.628139,23.514534,24.541862
3747359072,124.97008,134.71851,99.713104,110.74235,111.19573,128.61754,102.42513,90.453224,99.749825,101.0514,76.413528,81.002449,103.03468,87.979103,90.115379,85.871803,66.062248,67.495544,68.262108,70.417961,77.136627,58.963093,58.526417,50.953262,53.513191,46.904942,49.067741,36.142326,43.76416,40.438953,36.794903,37.537674,33.438499,35.763393,31.924831,31.587992,31.421532,33.123856,30.765152,26.293524,29.72954,27.552378,24.818726,28.504925,27.814913,26.36936,25.681067,25.67617,26.833321,23.536137,24.282457
3747359073,113.96435,134.0423,113.13524,119.57201,108.74258,111.24156,112.98698,113.16178,114.45596,94.25293,76.13047,77.034782,72.63369,81.887863,78.464134,79.443169,86.0299,74.389351,58.637627,59.510506,64.634422,57.88303,51.9711,49.73597,46.098076,40.932938,45.366367,39.139416,37.431274,39.187607,34.923088,33.618,33.065804,32.68119,32.671783,34.322163,33.093971,28.100998,28.91243,29.936552,29.649546,28.905569,28.411058,27.058413,27.055176,28.967587,26.54236,26.463877,26.992819,28.030378,27.793615
3747359074,108.15759,137.44016,124.31371,109.52935,114.87716,102.79993,94.72699,130.519,86.252098,89.787666,78.640198,94.960289,87.146797,80.244576,90.442497,80.890373,86.176315,68.45549,58.290501,65.10183,68.054413,62.357803,55.120369,53.62912,46.397987,51.536278,44.643143,41.970894,39.952133,39.586544,38.36837,38.664085,38.496426,35.765179,33.739574,34.344555,32.80196,30.39238,31.576796,31.131985,31.757431,28.736183,28.420504,27.859148,27.609129,27.812431,28.295301,25.477385,26.816511,27.444849,25.099407
3747359075,117.46427,132.89209,83.263123,125.6646,101.68076,121.23172,98.449364,104.59948,83.207619,93.876045,75.087059,84.945587,79.605812,82.318489,79.653229,82.302483,76.004349,79.971855,79.022209,68.882393,63.47757,65.101128,61.777203,51.789207,49.6008,51.530933,51.62075,47.104626,42.675312,37.453728,38.816402,37.201935,35.304127,32.031342,35.569141,32.341022,31.659317,28.727354,29.475666,28.888893,28.464756,29.264971,29.797491,27.822645,27.351732,27.028008,27.09779,26.937201,25.834032,25.589888,26.546009
3747359076,126.56537,120.49409,132.08542,132.8179,136.7834,94.17495,89.860924,95.566254,117.66351,102.32867,84.93898,85.598816,93.336121,86.458878,82.016045,88.035858,95.769958,73.348846,58.775341,57.79734,56.557484,59.820755,56.712368,55.062744,58.306561,56.015949,43.782101,42.703171,44.640678,39.934036,37.892666,33.559071,36.811569,30.892059,38.769081,39.342228,32.24052,28.837643,27.608809,30.104599,31.050127,28.287424,28.027046,27.056633,28.138618,25.612089,26.843372,27.38415,27.509651,25.531961,24.411371
3747359077,125.85921,111.39501,118.56625,132.06343,103.85359,98.360291,105.41633,93.444786,142.42168,91.495934,91.219604,76.600655,104.86961,90.489189,83.685844,82.666794,71.513313,78.133324,68.021217,64.201561,66.673599,56.934811,60.422745,60.414719,51.969948,50.083435,42.137066,48.024296,39.993286,35.701157,38.954895,33.861519,31.337805,34.00993,34.66814,33.943619,33.695339,30.070051,30.219025,30.698933,32.377636,30.787212,28.817072,28.029654,28.179913,26.079048,28.616924,27.418791,26.423389,27.78097,24.095089
3747359078,109.40477,139.78261,108.3207,140.94267,106.09716,103.5195,129.57523,102.37831,98.775436,111.7926,81.729225,87.271812,86.003059,88.325439,77.874725,79.210152,84.077766,81.32148,57.960323,75.372681,67.515709,71.070297,57.546398,57.085594,58.286938,49.898815,42.980347,50.262142,46.124439,39.195263,34.024033,31.857046,34.716137,31.499443,30.444593,32.242359,29.187174,28.855356,30.400249,28.755894,27.719505,25.674055,27.009628,23.960655,24.948048,24.821201,25.415287,24.139957,23.43819,23.242346,23.926836
3747359079,75.333908,130.56844,105.35751,117.72308,89.510201,96.1968,116.74969,89.131874,106.57717,97.006523,80.973251,73.962471,94.875389,83.070343,105.10241,96.930168,80.323395,82.205429,77.33551,65.292984,56.991776,65.705505,60.169956,60.694874,56.207119,55.399239,50.396694,53.683075,43.788319,40.026436,42.067261,35.47588,33.01622,33.005566,33.27108,33.148941,33.733086,33.77998,31.007288,29.947426,29.182224,27.812916,27.584963,25.999767,26.169275,25.889063,23.91287,27.410954,24.473476,26.414669,23.998472
3747359080,109.81543,135.53088,125.03143,119.32191,101.87805,104.91362,98.901543,110.72098,125.99844,89.856956,91.79081,94.859627,81.235245,88.075706,93.655853,85.024673,69.642067,80.307961,64.086586,62.729706,57.579689,70.285103,57.431602,45.908272,48.089657,47.004238,46.963131,47.438889,39.825874,37.967003,37.408798,31.2901,34.63969,32.155418,34.61293,30.719784,31.058483,29.800447,30.964716,27.471556,28.012939,28.037773,24.037521,25.403959,26.248861,24.150827,27.505205,23.959181,22.842121,23.302622,24.078543
3747359081,91.739822,148.52048,93.44973,132.32397,114.42754,118.11031,132.30617,95.193909,68.207275,102.2061,98.530403,83.197533,78.62925,80.799431,87.763794,82.44445,70.483269,91.4953,65.84462,62.551079,60.54705,60.844551,53.87727,52.233585,49.095734,52.480755,47.633827,43.440742,42.137699,37.985981,43.11729,35.370632,35.031578,33.987831,34.196415,35.264687,31.888115,32.912842,29.38088,32.208149,28.690172,28.198887,27.456656,24.068356,25.806208,24.625185,26.247501,23.385609,24.429438,23.653364,24.25308
3747359082,153.76526,123.23954,135.21565,129.64969,109.93148,111.4947,110.09859,122.39164,99.038277,103.08682,101.52732,81.109856,106.03159,74.531555,94.299828,84.584816,76.167641,77.790504,71.948326,60.564346,71.156029,59.308502,54.858139,52.504879,50.362144,48.504951,43.768463,45.744564,39.121914,40.759495,36.893055,35.733448,33.148804,31.558043,33.82864,29.041807,31.418692,30.098076,28.381828,25.587872,28.17568,26.837803,27.152687,27.098164,23.687721,24.030115,24.037981,25.803612,25.082031,24.229305,24.095724
3747359083,127.32481,133.97234,108.23679,103.85885,92.641846,118.56334,140.8401,118.12807,101.4808,122.19887,75.723419,85.911674,137.9752,82.697647,119.94057,73.052597,72.902184,79.069473,68.172447,69.257599,64.446671,60.888775,64.433853,51.764404,50.556313,48.235104,46.468956,46.008995,39.236519,38.187241,37.925499,36.804558,33.739338,30.076916,31.422131,30.969728,32.520901,30.219681,28.402029,27.920748,30.035221,26.016197,25.778082,26.54528,26.004324,26.278015,24.224596,23.813614,25.684784,24.393156,23.278772
3747359084,128.33775,147.67007,106.81498,137.4529,96.012436,111.34154,121.08016,119.61029,99.379471,97.286774,82.207054,78.064285,128.68373,83.743988,100.68536,73.59314,82.746407,71.799049,70.147346,61.416355,66.929695,63.038445,61.259811,54.670181,56.977654,50.816002,44.097752,48.408516,41.423382,35.722252,35.268261,35.353222,33.508636,32.513798,30.998774,31.577564,30.176668,29.664688,29.137974,25.334492,26.645527,25.672815,25.909739,22.905167,24.864189,24.647827,23.803095,24.141062,24.178186,23.267012,25.060179
3747359085,127.73428,128.96574,108.28072,99.830978,83.378815,92.07093,97.602242,113.07125,100.35584,94.857231,89.582451,99.402298,134.0923,122.07497,109.98696,89.195824,81.402252,83.494995,72.819687,75.029686,63.25309,58.359932,59.794098,56.951523,45.024239,53.748611,44.535954,47.929573,39.99094,41.155186,39.773781,35.52795,36.55518,31.081985,34.608654,30.115545,33.987419,31.425259,31.134085,32.489258,26.516802,27.330811,26.945711,24.824551,26.801287,26.409454,26.38562,24.832424,24.598511,24.222967,26.039371
3747359086,98.978882,107.0416,82.388268,107.61056,84.28817,105.93074,124.28129,116.3391,93.892235,89.770065,109.16428,65.422173,150.53075,120.64727,103.85418,103.34695,66.181259,86.676765,77.441368,70.681541,74.348206,63.030762,64.929146,55.105282,55.577347,55.14465,47.096394,49.553932,45.288471,40.084644,37.411934,38.395596,35.509918,35.827412,37.447182,34.560524,33.589394,30.931616,30.759859,30.124966,28.673641,29.848515,28.207739,26.639769,25.903728,25.05654,23.261189,23.422049,23.956615,21.482191,24.65325
3747359087,99.489365,112.18751,88.458336,125.58559,80.666695,112.76922,107.48397,113.89856,105.22757,105.53292,103.40421,91.517502,114.08206,115.96088,93.487648,86.977478,93.234901,94.522926,73.129768,66.714653,68.58448,68.598297,58.731556,53.293472,53.878609,46.250828,41.816029,47.467983,39.877373,38.300179,34.527641,34.629208,31.901657,29.318476,30.622686,27.158361,28.662224,31.207912,31.847876,27.595882,28.015797,26.031708,24.431112,23.473608,24.947769,26.128267,23.185905,22.112967,23.613335,22.047821,24.512026
3747359088,116.668,111.6963,117.83885,114.76616,93.015724,122.23318,116.94555,93.575638,107.0942,97.289009,102.21337,87.323952,148.62787,96.051659,98.748894,94.142464,85.590919,125.51943,66.944992,68.066574,64.591553,65.047531,67.835091,57.522766,47.185276,44.008644,48.824505,42.450424,42.553844,42.252316,40.232281,32.516281,33.220856,29.941597,31.783367,34.120953,32.269966,30.567738,29.922388,26.825729,29.149191,24.767397,24.963802,24.363762,25.433123,24.556316,25.215345,24.33095,22.661879,24.150166,23.017431
3747359089,97.138344,87.986282,104.17648,80.585243,103.30387,114.13905,105.24384,111.42527,100.94114,81.025085,97.196426,89.845039,136.66304,119.18166,100.80963,105.70429,102.04293,80.298676,76.764587,75.566399,75.510963,67.892227,63.185608,63.333462,46.885803,53.796021,48.753521,49.95718,43.291389,40.181591,36.484531,37.544197,38.128391,39.489216,33.777988,34.769032,31.847012,29.125471,26.764154,29.974627,27.451765,27.689419,27.140369,24.525732,25.692287,24.559664,25.114058,24.370649,24.070419,22.980335,24.013447
3747359090,108.0226,133.73126,100.60811,134.80733,110.97726,93.903702,112.60986,92.970192,94.270256,106.71237,100.02047,84.557472,137.96814,101.91433,114.11415,91.867424,94.565498,77.261864,76.03376,62.012669,62.621872,59.152031,58.181522,56.206459,61.913773,56.692642,42.112949,42.895393,48.318039,39.880482,43.756886,38.177902,34.812187,33.452774,32.824261,32.011108,35.330418,29.976652,28.833023,28.470655,26.012423,28.149824,26.095005,27.055143,27.514391,26.359751,25.049444,25.190601,23.046228,24.683998,25.619335
3747359091,116.86586,121.67067,84.343521,129.82162,101.61493,87.129089,92.941895,100.81642,104.4836,101.67159,93.343758,100.68313,92.243355,111.19734,92.940453,95.871307,82.219345,86.257706,67.178238,65.069923,70.62767,71.465073,63.868862,55.725994,52.809509,48.053295,43.216766,45.199757,41.816692,36.908436,37.279514,38.207054,30.958239,34.398472,33.578251,35.04319,32.293781,30.254028,30.40765,29.76713,30.248322,29.758976,26.8743,26.127869,28.946238,26.154863,24.415331,26.230356,24.859585,24.685619,26.319134
3747359092,115.30764,112.89516,121.85052,127.34409,95.722939,92.650139,108.44212,121.00894,129.66394,113.91573,97.857925,89.081253,110.40268,84.51902,93.076477,79.780899,86.182938,78.962578,71.533226,61.83976,58.668167,61.044704,50.855709,50.360256,43.124901,49.399662,48.563534,41.044323,38.454689,35.280552,34.065838,31.224977,37.790173,30.003595,30.856058,32.956024,29.704363,27.779957,27.972099,27.719463,26.633057,27.184927,27.663267,25.004738,27.634171,25.016758,23.486845,23.770531,23.410267,24.448942,24.055222
3747359093,121.7573,122.1591,94.239037,109.05536,104.45633,108.49625,112.23236,102.29387,107.05608,98.421967,82.211792,77.246368,87.117294,87.472626,97.863365,80.39621,79.143425,87.929924,58.299263,58.250042,57.14716,56.82618,54.717659,51.470924,50.709435,48.135216,42.941761,34.91711,37.044472,34.728325,37.560352,32.85725,30.889297,31.320147,31.830162,32.798306,29.427641,27.822321,27.987101,28.257242,27.597742,28.018484,28.12108,25.588562,25.13509,23.97739,24.797329,23.146925,24.933493,23.298168,23.463015
3747359094,84.256615,90.696648,113.73276,121.05646,111.83753,121.28491,110.74503,110.469,84.811234,96.436081,88.33593,82.263588,96.154388,82.459282,96.13343,68.813896,76.028343,111.81672,65.634109,68.786606,60.626057,58.302025,62.330139,52.073841,49.175629,53.992672,47.187008,41.920044,41.363693,41.744797,37.628525,35.805073,33.46698,35.045048,31.742107,31.38339,29.613173,30.598394,30.764572,27.513,27.85605,26.734211,27.26712,26.050869,24.490942,26.177481,25.325338,25.266735,24.626591,24.749826,23.220539
3747359095,106.68166,101.95292,111.46671,91.722916,102.6376,113.04385,107.56275,92.996094,98.658806,100.20489,72.847771,101.99132,96.950554,73.278847,80.660782,75.378601,81.028419,87.207413,67.913673,60.350677,61.717098,65.981514,57.729328,50.65731,51.009995,51.838722,45.445122,40.999363,42.36705,37.615295,31.779238,32.407635,34.921188,33.97361,30.705395,29.638264,32.107124,26.521788,30.743423,29.46472,28.7948,27.275049,26.427263,22.65484,24.830849,26.941381,27.700239,26.055893,25.444382,23.468695,25.248941
3747359096,100.84055,142.10448,88.945549,90.037247,105.52782,111.67274,118.7483,78.582138,92.270859,91.941093,97.13533,87.975395,91.756912,68.743622,81.493286,73.269203,78.085464,72.750626,61.785339,62.429111,61.529385,68.409027,54.387257,51.915127,49.807697,48.829815,47.461193,43.713528,33.706532,34.43848,36.296112,31.098228,31.293915,31.200045,31.975254,30.284283,29.036612,29.681576,27.563545,26.695503,26.449213,26.586035,24.501854,23.380753,25.588192,25.563524,25.578876,24.88261,26.222849,25.606121,23.302336
3747359097,123.42288,121.83372,105.02415,118.13792,106.0947,122.4165,114.0169,70.542152,106.42141,70.992828,77.904564,72.608696,84.174622,78.434311,83.897041,67.073166,83.778,75.860771,64.104301,68.97242,70.102119,63.389828,63.023846,56.910194,56.297825,51.739323,46.969822,40.595917,40.60416,30.879408,38.349518,37.105259,31.192604,31.5373,31.18582,34.948997,29.312105,29.697725,27.85037,27.812437,27.332403,25.323658,27.357826,23.777588,24.992105,24.414289,25.198025,25.323698,24.284262,24.047306,24.068241
3747359098,123.29783,127.82825,100.19463,126.76569,110.1629,151.58801,115.73507,110.25169,102.62797,83.185074,96.367935,71.947372,86.878159,84.207611,79.103043,66.53492,73.611473,82.863304,62.121677,70.378418,72.741676,67.528839,63.18074,60.235298,63.791801,52.955189,49.223698,47.723351,42.750366,39.03904,38.239727,36.254223,34.813282,38.017563,34.468952,33.481457,32.02264,31.061724,30.085011,30.167528,26.503771,27.077345,29.580643,24.885725,25.763475,25.565212,24.844952,23.133932,23.563143,23.086027,22.469379
3747359099,114.7751,141.49704,104.60313,121.51856,104.12225,106.71741,93.30159,138.56564,105.06404,112.71132,89.964561,88.367859,97.981194,93.683273,98.572517,83.809616,72.61515,87.984528,77.310432,69.820358,73.66201,70.070374,64.371658,48.677738,55.264435,49.623379,45.769844,44.892437,42.862289,41.32766,42.075993,36.798542,33.832718,33.518444,33.795322,28.586969,28.362427,30.61644,28.62359,28.005308,30.409019,29.149635,29.818073,24.05723,25.078444,24.147285,24.904032,25.172668,25.79953,23.689585,22.976681
3747359100,133.72478,144.66957,85.779961,112.17017,113.6517,135.59666,125.5446,99.684662,104.32148,85.592506,94.544464,92.440132,97.533836,93.94236,75.399895,82.779366,76.230713,82.828758,76.073494,76.657837,65.613708,69.213318,62.750668,57.652088,57.473244,51.544861,56.397774,47.938198,50.030666,40.494556,35.377724,32.569336,33.693066,32.403137,30.044596,32.824062,31.192762,33.221859,30.026726,32.330956,28.397823,28.745689,27.293425,27.282328,26.073509,25.657595,27.930876,27.676651,26.290136,25.298594,24.480957
